"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Association for Financial Markets in Europe","United Kingdom","> 10,000,000",5,,51,2010-08-04
"European Chemical Industry Council",Belgium,6000000,15,,123,2009-09-24
"European Smoking Tobacco Association",Belgium,"4750000 - 5000000",4,,0,2008-12-22
"European Banking Federation",Belgium,"4250000 - 4500000",18,,46,2008-12-19
"Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl",Belgium,"4000000 - 4250000",3,,18,2008-12-29
BUSINESSEUROPE,Belgium,"4000000 - 4250000",22,,292,2009-01-13
"Verband der Chemischen Industrie e.V.",Germany,3700000,3,,9,2011-11-02
"Bundesverband der Deutschen Industrie e.V.",Germany,3100000,7,,112,2008-12-10
AENEAS,France,"2750000 - 3000000",0,,0,2012-02-24
"BDEW Bundesverband der Energie- und Wasserwirtschaft e. V.",Germany,"2750000 - 3000000",6,,27,2009-03-16
"European Justice Forum",Belgium,"2750000 - 3000000",0,,0,2013-01-10
"Danmarks Rederiforening",Denmark,"2500000 - 2750000",1,,12,2008-11-05
"EUROGAS aisbl",Belgium,2744800,4,,42,2011-07-01
"Gesamtverband der Deutschen Versicherungswirtschaft e.V.",Germany,"2250000 - 2500000",6,,30,2008-08-01
"Association des Constructeurs Européens d'Automobiles",Belgium,"2000000 - 2250000",11,,142,2008-12-18
"Bundesverband deutscher Banken e.V.",Germany,"2000000 - 2250000",2,,51,2008-09-05
"EUROCHAMBRES – Association of European Chambers of Commerce and Industry",Belgium,"2000000 - 2250000",10,,71,2008-12-04
"Deutscher Industrie- und Handelskammertag e.V.",Germany,2200000,8,,56,2009-02-20
"Union européenne de l'Artisanat et des petites et moyennes entreprises, aisbl",Belgium,2150000,3,,114,2009-02-20
"Union Française des Semenciers",France,2100000,0,,0,2012-06-05
"European Fund and Asset Management Association",Belgium,"1750000 - 2000000",9,,6,2008-11-28
"International Association of Oil & Gas Producers","United Kingdom",1800000,7,,31,2008-10-10
Eurometaux,Belgium,"1500000 - 1750000",6,,36,2011-06-27
"European Fur Breeders' Association",Belgium,"1500000 - 1750000",5,,9,2013-07-01
"Verband Deutscher Maschinen- und Anlagenbau e.V.",Germany,"1500000 - 1750000",2,,21,2008-11-28
"Fédération des Industries Ferroviaires",France,1650000,2,,0,2014-03-28
"ASSOCIAZIONE NAZIONALE DEGLI INDUSTRIALI DEL VETRO",Italy,"1250000 - 1500000",0,,0,2013-02-28
"Community of European Railway and Infrastructure Companies",Belgium,"1250000 - 1500000",17,,47,2008-07-02
"International Swaps and Derivatives Association","United States","1250000 - 1500000",1,,10,2009-02-08
"Managed Funds Association","United States","1250000 - 1500000",0,,23,2014-12-05
"Colegio Vasco de Economistas/Ekonomisten Euskal Elkargoa",Spain,1281107,0,,0,2012-05-14
"Bundesvereinigung der Deutschen Arbeitgeberverbände e.V.",Germany,"1000000 - 1250000",3,,47,2008-12-01
"European Association Automotive Suppliers",Belgium,"1000000 - 1250000",1,,50,2011-05-06
"European Community Shipowner's Associations",Belgium,"1000000 - 1250000",5,,29,2011-09-01
"European Farmers",Belgium,"1000000 - 1250000",9,,151,2009-02-25
"European agri-cooperatives",Belgium,"1000000 - 1250000",8,,128,2009-02-25
"Federation of European Securities Exchanges",Belgium,"1000000 - 1250000",4,,14,2011-08-22
"Global Financial Markets Association","United States","1000000 - 1250000",0,,5,2014-05-07
"ICMP, the global voice of music publishing",Belgium,"1000000 - 1250000",4,,23,2012-07-05
"IFPI Representing recording industry worldwide",Belgium,"1000000 - 1250000",9,,65,2009-06-29
"Insurance Europe",Belgium,"1000000 - 1250000",13,,51,2010-04-15
"Swiss Finance Council",Switzerland,"1000000 - 1250000",1,,25,2013-11-27
spiritsEUROPE,Belgium,"1000000 - 1250000",5,,62,2011-11-02
"Zentralverband des Deutschen Handwerks e.V.",Germany,1100000,8,,57,2008-12-15
"APT ASSOCIAZIONE PRODUTTORI TELEVISIVI",Italy,1000000,0,,0,2011-11-10
"Cable Europe",Belgium,1000000,4,,14,2011-11-29
"American Chamber of Commerce to the European Union",Belgium,"900000 - 1000000",9,,151,2008-10-14
"Association des Banques et Banquiers, Luxembourg",Luxembourg,"900000 - 1000000",4,,15,2008-08-05
"Bromine Science and Environmental Forum",Belgium,"900000 - 1000000",0,,0,2012-09-05
"Confederazione Generale dell'Industria Italiana",Italy,"900000 - 1000000",17,,73,2009-06-04
"Conseil des Notariats de l'Union Européenne",Belgium,"900000 - 1000000",4,,4,2011-08-26
"European Broadcasting Union / Union Européenne de Radio-télévision AISBL",Belgium,"900000 - 1000000",5,,41,2009-04-30
"European Dairy Association aisbl",Belgium,"900000 - 1000000",5,,25,2009-09-29
"GSMA Europe",Belgium,"900000 - 1000000",6,,56,2011-12-22
"Trans-Atlantic Business Council","United States","900000 - 1000000",0,,19,2010-12-08
"Wirtschaftskammer Österreich",Austria,"900000 - 1000000",0,,36,2010-01-07
"European Telecommunications Network Operators' Association",Belgium,900000,3,,74,2009-06-26
"Fédération Française des Sociétés d'Assurances",France,900000,5,,6,2009-01-07
DIGITALEUROPE,Belgium,"800000 - 900000",10,,154,2011-10-26
"Deutscher Sparkassen-und Giroverband",Germany,"800000 - 900000",7,,39,2011-01-06
"Digital Interoperability Forum","United Kingdom","800000 - 900000",0,,0,2012-02-01
"European Seed Association",Belgium,"800000 - 900000",3,,6,2012-04-16
"Motion Picture Association","United States","800000 - 900000",4,,26,2009-05-18
"Mouvement des Entreprises de France",France,"800000 - 900000",4,,29,2009-02-25
"The International Natural and Organic Cosmetic Association",Belgium,"800000 - 900000",0,,0,2011-06-24
"Confederación Española de Organizaciones Empresariales",Spain,812087,0,,24,2012-05-29
"European Express Association",Belgium,800000,0,,14,2008-12-22
"HOTREC, Hotels, Restaurants & Cafés in Europe",Belgium,800000,3,,11,2009-01-08
"BVI Bundesverband Investment und Asset Management e.V.",Germany,"700000 - 800000",1,,18,2010-09-14
"Bundesverband Öffentlicher Banken Deutschlands",Germany,"700000 - 800000",3,,21,2009-01-07
"Confederation of European Community Cigarette Manufacturers",Belgium,"700000 - 800000",4,,2,2008-12-19
"European Round Table of Industrialists",Belgium,"700000 - 800000",0,,94,2012-01-24
"Polish Electricity Association",Poland,"700000 - 800000",0,,28,2013-01-11
"Scotch Whisky Association","United Kingdom","700000 - 800000",0,,3,2008-09-29
"Scottish Fishermen's Federation","United Kingdom","700000 - 800000",0,,0,2008-08-28
Teknikföretagen,Sweden,"700000 - 800000",4,,0,2013-09-03
"UITP - International Association of Public Transport",Belgium,"700000 - 800000",4,,11,2012-02-28
"European Private Equity and Venture Capital Association",Belgium,763000,6,,15,2009-04-28
"Fédération européenne des indutries des aliments pour animaux familiers",Belgium,700000,0,,0,2014-03-19
"AMICE - Association of Mutual Insurers and Insurance Cooperatives in Europe",Belgium,"600000 - 700000",3,,6,2009-05-26
"CLECAT - European association for forwarding, transport, logistic and Customs services",Belgium,"600000 - 700000",5,,6,2008-06-28
"European Fruit Juice Association",Belgium,"600000 - 700000",0,,0,2012-10-19
"European Tyre & Rubber Manufacturers' Association",Belgium,"600000 - 700000",4,,11,2008-12-23
