"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Association for Financial Markets in Europe","United Kingdom","> 10,000,000",2,,51,2010-08-04
"European Seed Association",Belgium,"8250000 - 8500000",2,,6,2012-04-16
"AMICE - Association of Mutual Insurers and Insurance Cooperatives in Europe",Belgium,"6000000 - 6250000",3,,6,2009-05-26
"European Chemical Industry Council",Belgium,5900000,15,,123,2009-09-24
"ANIA Association Nationale des Industries Alimentaires",France,"4750000 - 5000000",0,,0,2013-02-28
"Union Européenne du Commerce du Bétail et des Métiers de la Viande",France,"4750000 - 5000000",2,,40,2008-12-30
"European Banking Federation",Belgium,"4250000 - 4500000",16,,46,2008-12-19
"Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl",Belgium,"4000000 - 4250000",3,,18,2008-12-29
BUSINESSEUROPE,Belgium,"4000000 - 4250000",25,,292,2009-01-13
"Verband der Chemischen Industrie e.V.",Germany,3630000,2,,9,2011-11-02
"EUROGAS aisbl",Belgium,3112350,4,,42,2011-07-01
"Bundesverband der Deutschen Industrie e.V.",Germany,3100000,5,,112,2008-12-10
AENEAS,France,"2750000 - 3000000",0,,0,2012-02-24
"European Justice Forum",Belgium,"2750000 - 3000000",0,,0,2013-01-10
"BDEW Bundesverband der Energie- und Wasserwirtschaft e. V.",Germany,"2500000 - 2750000",5,,27,2009-03-16
"Danmarks Rederiforening",Denmark,"2500000 - 2750000",1,,12,2008-11-05
"Gesamtverband der Deutschen Versicherungswirtschaft e.V.",Germany,"2250000 - 2500000",5,,30,2008-08-01
"Deutscher Industrie- und Handelskammertag e.V.",Germany,2300000,9,,56,2009-02-20
"Association des Constructeurs Européens d'Automobiles",Belgium,"2000000 - 2250000",7,,142,2008-12-18
"Bundesverband deutscher Banken e.V.",Germany,"2000000 - 2250000",2,,51,2008-09-05
"EUROCHAMBRES – Association of European Chambers of Commerce and Industry",Belgium,"2000000 - 2250000",9,,71,2008-12-04
"Union Française des Semenciers",France,2100000,0,,0,2012-06-05
"European Fund and Asset Management Association",Belgium,"1750000 - 2000000",8,,6,2008-11-28
"Union européenne de l'Artisanat et des petites et moyennes entreprises, aisbl",Belgium,1900000,4,,114,2009-02-20
"AeroSpace and Defence Industries Association of Europe",Belgium,"1500000 - 1750000",0,,47,2012-01-30
Eurometaux,Belgium,"1500000 - 1750000",6,,36,2011-06-27
"European Fur Breeders' Association",Belgium,"1500000 - 1750000",4,,9,2013-07-01
