"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Tuncluer Textile Industry Inc.Co.",Turkey,20000000,0,,0,2012-11-05
"EnBW Energie Baden-Württemberg AG",Germany,"> 10,000,000",4,,13,2009-06-23
"CEMAFROID SNC",France,"5000000 - 5250000",0,,0,2011-12-14
"ExxonMobil Petroleum & Chemical",Belgium,"4750000 - 5000000",2,,31,2009-01-06
"European Aeronautic Defence and Space Company",Netherlands,"4500000 - 4750000",9,,202,2008-11-26
"Microsoft Corporation","United States","4500000 - 4750000",3,,156,2009-01-13
"Siemens AG",Germany,4355792,13,,52,2008-12-12
"Shell Companies",Netherlands,"4000000 - 4250000",8,,80,2012-04-18
"Eni S.p.A.",Italy,"3750000 - 4000000",4,,50,2011-11-29
"GDF SUEZ",France,"3750000 - 4000000",4,,71,2011-12-13
"General Electric Company","United States","3250000 - 3500000",1,,88,2008-12-24
"ASTRAMATIC, S.A.U.",Spain,"3000000 - 3250000",0,,0,2012-10-19
"Huawei Technologies",China,3000000,7,,64,2013-06-25
"Bayer AG",Germany,2760000,5,,38,2008-12-17
"Telekom Austria Group",Austria,2750000,2,,22,2012-09-03
"TOTAL S.A.",France,"2500000 - 2750000",5,,28,2008-12-16
"Daimler Aktiengesellschaft",Germany,2618000,5,,41,2008-12-18
"EVONIK INDUSTRIES AG",Germany,"2250000 - 2500000",5,,6,2008-12-23
"Technocorp Holding S.A",Switzerland,"2250000 - 2500000",0,,0,2012-08-14
"BASF SE",Germany,2400000,7,,35,2008-12-16
"ELECTRICITE DE FRANCE",France,"2000000 - 2250000",3,,49,2009-06-12
"E.ON SE",Germany,2200000,5,,44,2011-12-06
"Deutsche Post DHL",Germany,2169591,6,,20,2011-01-27
"Telefonica, S.A.",Spain,2069000,3,,89,2008-06-23
"RWE AG",Germany,2000000,3,,25,2010-04-15
Amway,Belgium,"1750000 - 2000000",2,,4,2013-09-09
"GRUPPO ALCUNI SRL",Italy,"1750000 - 2000000",1,,0,2013-02-13
"Intel Corporation","United States","1750000 - 2000000",2,,22,2008-12-31
"Deutsche Bank AG",Germany,1900000,4,,75,2013-05-30
"Gas Infrastructure Europe",Belgium,"1500000 - 1750000",2,,10,2009-07-28
"EVOLO S.COOP.",Spain,1500000,0,,0,2013-01-23
"Anheuser-Busch InBev nv/sa",Belgium,"1250000 - 1500000",0,,15,2013-02-08
"British Airways","United Kingdom","1250000 - 1500000",1,,15,2010-08-25
"Rolls-Royce plc","United Kingdom","1250000 - 1500000",3,,21,2010-01-26
"Syngenta International AG",Switzerland,"1250000 - 1500000",1,,18,2009-09-25
"ACCIONA INFRAESTRUCTURAS, S.A.",Spain,"1000000 - 1250000",0,,16,2013-07-30
AERNNOVA,Spain,"1000000 - 1250000",0,,0,2012-07-30
"ASTRIUM Space Transportation","French Guiana","1000000 - 1250000",0,,0,2012-05-15
Alcatel-Lucent,France,"1000000 - 1250000",1,,10,2012-03-26
"BNP Paribas Securities Services",France,"1000000 - 1250000",0,,0,2012-03-19
Google,"United States","1000000 - 1250000",7,,264,2011-03-29
"IBM Corporation","United States","1000000 - 1250000",0,,115,2009-01-08
"KESKE GIDA",Turkey,"1000000 - 1250000",0,,0,2013-09-17
"Liberty Global, Inc.",Netherlands,"1000000 - 1250000",5,,32,2012-02-02
"Philip Morris International Inc.",Switzerland,"1000000 - 1250000",6,,5,2009-07-07
"SOCAR Representative Office in Belgium",Belgium,"1000000 - 1250000",1,,6,2013-05-27
"Vodafone Belgium SA",Belgium,"1000000 - 1250000",3,,118,2010-04-20
"Deutsche Telekom",Germany,1120000,4,,114,2009-11-06
"Accenture International SARL",Luxembourg,"900000 - 1000000",0,,15,2009-03-09
"British American Tobacco","United Kingdom","900000 - 1000000",7,,2,2009-01-21
"Catesa Foods",Spain,"900000 - 1000000",0,,0,2013-11-11
GlaxoSmithKline,"United Kingdom","900000 - 1000000",8,,11,2009-01-06
"Novelis Europe",Switzerland,"900000 - 1000000",0,,1,2013-08-16
"PERNOD RICARD",France,"900000 - 1000000",6,,26,2008-06-23
"BT Group plc","United Kingdom",900000,2,,49,2010-08-30
"Adam Opel",Germany,"800000 - 900000",3,,4,2008-12-17
"Chevron Belgium NV","United States","800000 - 900000",2,,4,2012-05-22
"Dow Europe",Switzerland,"800000 - 900000",3,,51,2009-02-05
Ericsson,Sweden,"800000 - 900000",3,,54,2010-01-22
"Experian plc",Ireland,"800000 - 900000",2,,0,2012-02-13
"Groupement Européen des Sociétés d'Auteurs et Compositeurs",Belgium,"800000 - 900000",5,,46,2010-11-05
