"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"European Atomic Forum",Belgium,1971611,4,,11,2008-06-23
"International Federation of Organic Agriculture Movements EU Regional Group",Belgium,"1000000 - 1250000",2,,26,2009-03-04
"BIPAR - European Federation of Insurance Intermediaries",Belgium,"600000 - 700000",4,,0,2009-02-18
"Confederation of Danish Industry",Denmark,"600000 - 700000",0,,31,2008-09-22
"Cruise Lines International Association Europe",Belgium,"600000 - 700000",4,,18,2010-10-07
"European Federation of Pharmaceutical Industries and Associations",Belgium,698810,6,,92,2009-03-04
"Friends of the Supergrid",Belgium,600000,2,,8,2011-03-07
"Bureau Européen de l'Agriculture Française",Belgium,"450000 - 500000",3,,5,2011-08-04
"Dods Group PLC","United Kingdom","450000 - 500000",14,,0,2011-08-09
"Shale Gas Europe",Belgium,"450000 - 500000",0,,0,2013-09-02
"Fédération Internationale de l'Automobile",France,"400000 - 450000",4,,32,2011-02-22
"Confederation of Norwegian Enterprise",Norway,400000,0,,15,2009-03-11
"EU Issue Tracker",Belgium,400000,7,,0,2011-11-19
"Danske Slagterier, SA (Danish Bacon and Meat Council)",Denmark,"350000 - 400000",2,,0,2008-12-01
"The Initiative for a Competitive Online Marketplace","United Kingdom","350000 - 400000",0,,0,2009-03-23
"Assemblée permanente des chambres de métiers et de l'artisanat",France,"300000 - 350000",1,,0,2011-09-27
"European Parliamentary Financial Services Forum",Belgium,"300000 - 350000",2,,1,2010-04-07
FEICA,Belgium,"300000 - 350000",0,,0,2010-02-22
"MUY ILUSTRE COLEGIO OFICIAL DE FARMACEUTICOS DE VALENCIA",Spain,"300000 - 350000",0,,0,2012-03-07
"Staff Services in Brussels",Belgium,"300000 - 350000",4,,4,2011-08-04
"Lantbrukarnas Riksförbund",Sweden,300000,3,,13,2011-01-24
"Conseil National de l'Ordre des Sages-femmes",France,"250000 - 300000",0,,1,2011-06-23
"European Photovoltaic Industry Association",Belgium,"250000 - 300000",3,,52,2008-09-22
