"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Edward Someus",Hungary,"1000000 - 1250000",0,,0,2013-07-11
"Formación Comercialización Asesoramiento Camarinal SL",Spain,700000,0,,0,2012-12-02
"EUROPE FOR BUSINESS LTD","United Kingdom","600000 - 700000",0,,0,2011-12-16
"AQUISUEMPRESA.COM Soc Coop Especial",Spain,600000,0,,0,2013-03-19
"Olivier BELLET Consulting",Belgium,"500000 - 600000",0,,0,2012-06-24
"2 m communication",Belgium,"450000 - 500000",1,,0,2009-04-21
"Hubert Consulting","United Kingdom","450000 - 500000",0,,0,2013-01-04
"James Ramsay",Belgium,"450000 - 500000",1,,0,2012-07-01
"Marko Chalupa - Agency for Marketing, Webdesign and Web-development",Germany,"450000 - 500000",0,,0,2013-11-02
FundedByMe,Sweden,"400000 - 450000",0,,0,2013-12-20
"Octopux Consulting",Belgium,"250000 - 300000",0,,0,2012-08-14
"The Driver CPC Consortium","United Kingdom","250000 - 300000",0,,0,2013-07-24
"Aviation Strategy & Concepts",Belgium,"200000 - 250000",1,,3,2012-08-23
"Evelyne PIERRON Consultants",France,"200000 - 250000",0,,0,2011-11-04
"PRIMIS SRL",Italy,"200000 - 250000",0,,0,2013-10-28
"Schellter Strategy Consulting bvba",Belgium,"200000 - 250000",0,,0,2011-07-22
"Studio Dott. Stefano Santarelli",Italy,"200000 - 250000",1,,0,2012-02-13
"Vlassembrouck Consult",Belgium,"200000 - 250000",1,,0,2012-01-10
"De Vier Essen BV",Netherlands,"150000 - 200000",0,,0,2012-03-20
"The Skill Set",Ireland,"150000 - 200000",1,,0,2012-04-22
"Arboretum Communications",Sweden,"100000 - 150000",0,,0,2012-05-29
"COULIBALY ABOUBAKAR","Ivory Coast","100000 - 150000",0,,0,2013-04-28
"Cabinet Bob Schmitz",Belgium,"100000 - 150000",1,,1,2012-11-18
"Commentum political communication",Germany,"100000 - 150000",1,,0,2013-01-31
"Demorais Consulting Ltd","United Kingdom","100000 - 150000",0,,0,2012-02-27
ESGARRI,Belgium,"100000 - 150000",0,,0,2013-09-13
"Elizabeth Drury","United Kingdom","100000 - 150000",1,,0,2013-09-04
INNOVIMAX,France,"100000 - 150000",0,,0,2010-04-19
"Kevin Bradley & Associates",Ireland,"100000 - 150000",0,,0,2013-11-07
Lumina,Belgium,"100000 - 150000",2,,0,2011-05-23
"Métrologie et Gestion d'Environnement",Belgium,"100000 - 150000",0,,0,2013-04-09
"Olivier Parente",France,"100000 - 150000",0,,0,2013-10-21
"PT-Management Consultants",Belgium,"100000 - 150000",2,,0,2011-09-08
"Smart Business Diplomacy",Belgium,"100000 - 150000",0,,0,2011-05-07
"William Brian Healy","United States","100000 - 150000",0,,0,2013-03-27
"Euro Freelancers",Belgium,105000,1,,0,2012-02-09
"AYISSI JOACHIM",Cameroon,100000,0,,0,2013-08-01
"Rodolfo Galati",Italy,100000,0,,0,2013-05-24
"planet.ECO LLC","United States",100000,0,,0,2012-11-29
"Bartholomew  Advisors",Belgium,"50000 - 100000",1,,5,2013-08-21
"Berbalk Communications",Germany,"50000 - 100000",0,,4,2013-07-01
"Brucovie Consult sprl",Belgium,"50000 - 100000",0,,0,2012-05-23
"Christopher Irwin","United Kingdom","50000 - 100000",0,,0,2009-03-20
"De Smedt Christiaan Henri M /CHRIXO",Belgium,"50000 - 100000",1,,0,2013-06-03
"Diana den Held/Gevleugelde Woorden",Netherlands,"50000 - 100000",0,,0,2013-07-11
"Elizabeth Riminton-Drury","United Kingdom","50000 - 100000",0,,0,2013-10-21
"Fastlane Consulting",Belgium,"50000 - 100000",1,,0,2013-06-27
"Finpag Ltd","United Kingdom","50000 - 100000",0,,0,2013-05-19
"Forum in the European Parliament for Construction","United Kingdom","50000 - 100000",1,,0,2011-12-20
"GIGLIO & Partners",Italy,"50000 - 100000",0,,0,2010-01-06
"HI&PP Consult BVBA",Belgium,"50000 - 100000",0,,0,2011-10-13
"Inspire 4eu AB",Sweden,"50000 - 100000",0,,0,2013-10-10
"Jacques Hoffenberg European Public Affairs, sprl",Belgium,"50000 - 100000",1,,0,2013-01-09
Jen,Belgium,"50000 - 100000",1,,0,2011-11-09
"José Luis Baró Fuentes",Belgium,"50000 - 100000",0,,0,2011-08-17
"Kancelaria Doradcza SOLSKI i Partnerzy sp. z o.o.",Poland,"50000 - 100000",0,,0,2012-01-04
"Membrane Application Centre Twente",Netherlands,"50000 - 100000",0,,0,2012-10-26
"Ricard Parés Casanova",Spain,"50000 - 100000",0,,0,2012-09-21
"S.N.G. SPRL",Belgium,"50000 - 100000",1,,0,2011-09-02
"SVQ-Arquitectura. Ciudad Paisaje Territorio, S.L.P.",Spain,"50000 - 100000",0,,0,2009-06-08
"Walter Brinkmann European Affairs Consultant",Germany,"50000 - 100000",1,,0,2013-02-25
"Wenning Services",Germany,"50000 - 100000",0,,1,2012-01-10
"Cabinet de Conseil Fiscal Dahir",France,75000,0,,0,2013-11-05
"AKA Advies",Netherlands,"< 50,000",0,,0,2012-12-02
"ANTON KERN D.I.",Belgium,"< 50,000",0,,0,2012-03-04
ARKANTA,France,"< 50,000",0,,0,2013-10-06
Agorà,Italy,"< 50,000",1,,0,2013-07-07
"Aidan Stradling Consultancy - North East England","United Kingdom","< 50,000",0,,0,2009-04-20
"Albert A. Hrabak","United States","< 50,000",0,,0,2012-10-29
"Alberto Carnesecca",Italy,"< 50,000",0,,0,2013-10-06
"Alejandro Valdivia-Schneider",Spain,"< 50,000",0,,0,2012-02-27
"Alexander Buchheister",Germany,"< 50,000",0,,0,2013-04-30
AliénorEU,Belgium,"< 50,000",3,,9,2013-01-10
"Anja Siegemund",Belgium,"< 50,000",1,,0,2011-09-11
"Anna Koj",Belgium,"< 50,000",1,,0,2012-08-14
"Antonio Parodi",Italy,"< 50,000",1,,0,2013-04-23
"Assistance Financière à la Maîtrise d'Ouvrage",France,"< 50,000",0,,0,2013-04-09
"Atlantic Consulting","United Kingdom","< 50,000",0,,0,2013-02-15
"BIO consult",Belgium,"< 50,000",0,,0,2013-03-25
"Business Platform Europe",Belgium,"< 50,000",0,,0,2013-12-23
"CAMBAZARD Pierre",France,"< 50,000",1,,0,2011-09-02
"CONCEPT & RESEARCH",Belgium,"< 50,000",0,,0,2010-04-20
"CRISTINA VICINI",Belgium,"< 50,000",1,,0,2012-04-10
"Carlo Peano",Italy,"< 50,000",1,,0,2013-01-29
"Carsten Klenke",Belgium,"< 50,000",0,,0,2012-04-25
"Casey Campbell","United Kingdom","< 50,000",0,,0,2012-06-22
Condition-ALPHA,Germany,"< 50,000",0,,0,2012-09-07
"DE Energy & Climate Company",Netherlands,"< 50,000",0,,0,2013-02-28
"DIALLO Mamadou Siradiou",Belgium,"< 50,000",0,,0,2013-12-02
"Djuro Lubura, independent permanent court expert - telecommunications, technology and methodology of interception",Croatia,"< 50,000",1,,0,2013-07-16
"Dr. Spoo Umwelt-Consulting",Germany,"< 50,000",0,,0,2012-10-25
EUopportunity,Belgium,"< 50,000",0,,0,2012-08-31
"Einion Dafydd","United Kingdom","< 50,000",1,,0,2012-02-29
"Elena Constantin",Romania,"< 50,000",0,,0,2013-05-12
