"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Conseil représentatif des institutions juives de France",France,2200000,2,42.25,0,2015-09-04
"Secretariat of COMECE (Commission of the Episcopates of the European Community)",Belgium,"1250000 - 1499999",7,8.25,10,2011-10-07
"EKD-Büro Brüssel / EKD-Office Brussels",Belgium,742260,4,8,14,2011-10-12
"B'nai B'rith International","United States","50000 - 99999",1,1,8,2015-10-20
"European Evangelical Alliance",Netherlands,"25000 - 49999",1,2.5,0,2015-09-02
"Representation de l' Eglise de Grece aupres d' Union Europeenne",Belgium,45000,1,2,2,2015-10-18
"Coordination Office of the Austrian Bishop’s Conference",Austria,"10000 - 24999",0,0.25,0,2013-12-04
"European Union Office of The Church of Jesus Christ of Latter-day Saints",Belgium,"10000 - 24999",4,4,6,2013-09-18
"Hospitality Europe",Belgium,"10000 - 24999",0,1,0,2015-04-16
"World Council of Churches",Switzerland,"10000 - 24999",0,0.5,2,2015-09-21
"Chapel for Europe",Belgium,"< 9,999",1,1,0,2013-02-15
"Church of Cyprus to the E.U. in Brussels",Belgium,"< 9,999",2,3,0,2010-07-13
"Representation of the Russian Orthodox Church to the European Institutions",Belgium,"< 9,999",0,0.5,0,2014-02-04
"Representation of the Ukrainian Orthodox Church Kyiv Patriarchate to the European Institutions",Ukraine,"< 9,999",0,0.25,1,2015-02-20
"Représentation de l'Eglise Orthodoxe Roumaine auprès des Institutions européennes",Belgium,1000,2,2,0,2011-10-06
"Ahmadiyya Association for Propagation of Islam","United Kingdom","no figure available",0,8.5,0,2015-04-22
"Aid to the Church in Need",Germany,"no figure available",0,1.25,2,2014-04-23
"Bahá'í International Community",Belgium,"no figure available",1,1,1,2010-07-19
"Brahma Kumaris World Spiritual University UK","United Kingdom","no figure available",2,0.75,0,2012-07-06
"Büro Brüssel des Generalsekretariats der Österreichischen Bischofskonferenz",Belgium,"no figure available",1,0.75,0,2012-01-09
"Churches' Commission for Migrants in Europe",Belgium,"no figure available",1,1,2,2011-01-14
"Churches' Legislation Advisory Service","United Kingdom","no figure available",0,0.25,0,2011-11-23
"Comité Protestant évangélique pour la Dignité Humaine",France,"no figure available",0,0.25,0,2011-09-06
"Conference of European Churches",Belgium,"no figure available",7,1.75,2,2012-06-08
"Dreikönigsaktion - Hilfswerk der Katholischen Jungschar",Austria,"no figure available",0,1,2,2013-10-30
"EUROPEAN MUSLIMS LEAGUE",Italy,"no figure available",0,21.25,0,2012-01-04
"European Jewish Association",Belgium,"no figure available",5,2,5,2014-02-06
"European Jewish Congress European Office",Belgium,"no figure available",2,3.25,4,2011-08-18
"FORUMBrussels International",Germany,"no figure available",0,1,0,2011-08-02
"Hindu Forum of Europe",Belgium,"no figure available",0,3.25,0,2013-09-11
"Israelitische Kultusgemeinde Wien",Austria,"no figure available",0,0.5,1,2014-12-02
"Jesuit European Social Centre",Belgium,"no figure available",2,2.25,2,2011-07-26
"Kommissariat der deutschen Bischöfe - Katholisches Büro in Berlin -",Germany,"no figure available",4,0.75,1,2013-03-05
"RIPESS Europe asbl",Luxembourg,"no figure available",0,0.5,0,2015-03-15
"SGI Europe Buddhist Association",Germany,"no figure available",0,0.5,0,2014-06-18
"The Ecumenical EU Office",Sweden,"no figure available",0,1.25,0,2010-12-06
"Welthaus Diözese Graz-Seckau",Austria,"no figure available",0,1,0,2013-12-19
