"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"BIPAR - European Federation of Insurance Intermediaries",Belgium,"6000000 - 6250000",0,,0,2009-02-18
"European Atomic Forum",Belgium,1971611,0,,11,2008-06-23
"Fédération des Entreprises Publiques Locales",France,"> 1,000,000",0,,0,2010-09-10
"European Cruise Council",Belgium,900000,0,,18,2010-10-07
"Friends of the Supergrid",Belgium,600000,0,,8,2011-03-07
"European Newspaper Publishers' Association",Belgium,500000,0,,50,2008-07-04
"Bureau Européen de l'Agriculture Française",Belgium,"450000 - 500000",0,,5,2011-08-04
"Confederation of Danish Industry",Denmark,"450000 - 500000",0,,31,2008-09-22
"Confederation of Norwegian Enterprise",Norway,400000,0,,15,2009-03-11
"Danske Slagterier, SA (Danish Bacon and Meat Council)",Denmark,"350000 - 400000",0,,0,2008-12-01
"Dods Group PLC","United Kingdom","350000 - 400000",0,,0,2011-08-09
FEICA,Belgium,"300000 - 350000",0,,0,2010-02-22
"Staff Services in Brussels",Belgium,"300000 - 350000",0,,4,2011-08-04
"Lantbrukarnas Riksförbund",Sweden,300000,0,,13,2011-01-24
"Asociación de Investigación de la Industria Agroalimentaria // ainia Centro Tecnológico",Spain,"250000 - 300000",0,,0,2011-06-15
"Association for Competitive Technology",Belgium,"250000 - 300000",0,,5,2010-07-16
"Conseil National de l'Ordre des Sages-femmes",Belgium,"250000 - 300000",0,,1,2011-06-23
"European Photovoltaic Industry Association",Belgium,"250000 - 300000",0,,52,2008-09-22
"Assemblée permanente des chambres de métiers et de l'artisanat",France,"200000 - 250000",0,,0,2011-09-27
"Brazilian Business Affairs Europe",Belgium,"200000 - 250000",0,,0,2010-11-04
"European Association for Coal and Lignite",Belgium,"200000 - 250000",0,,0,2009-07-01
"European Casino Association",Belgium,"200000 - 250000",0,,0,2012-02-02
"European Federation of National Associations of Water and Wastewater Services",Belgium,"200000 - 250000",0,,0,2011-09-05
"Land- en Tuinbouw Organisatie Nederland",Netherlands,"200000 - 250000",0,,18,2008-12-23
"Nordic Public Service Broadcasters",Belgium,"200000 - 250000",0,,0,2011-09-30
"Nordic Public Service Broadcasters",Belgium,"200000 - 250000",0,,6,2009-01-13
"The European Lotteries",Switzerland,"200000 - 250000",0,,1,2010-07-09
"The Royal Institution of Chartered Surveyors","United Kingdom","200000 - 250000",0,,0,2009-03-12
"CEEP - European Centre of Employers and Enterprises providing Public Services",Belgium,200000,0,,73,2009-03-27
"Conseil National de l'Ordre des Médecins",France,"150000 - 200000",0,,0,2009-12-28
"Conseil supérieur du notariat",France,"150000 - 200000",0,,2,2011-08-08
"European Association of Co-operative Banks",Belgium,"150000 - 200000",0,,10,2009-01-12
"Federation of the Dutch Pension Funds",Netherlands,"150000 - 200000",0,,14,2010-01-11
"Associazione fra le società italiane per azioni",Italy,150000,0,,5,2009-09-29
"European Solar Thermal Electricity Association",Belgium,150000,0,,0,2009-12-22
"Associazione Italiana Consorzi Indicazioni Geografiche",Italy,"100000 - 150000",0,,0,2008-10-13
"CONSENSUS ET and THECONSENSO AB",Sweden,"100000 - 150000",0,,0,2010-07-29
"European Council of Nursing Regulators",Belgium,"100000 - 150000",0,,0,2008-07-10
"European Federation of Building Societies",Belgium,"100000 - 150000",0,,4,2010-07-28
"European Metal Trade & Recycling Federation",Belgium,"100000 - 150000",0,,2,2010-04-16
"Gesamtverband der Arbeitgeberverbände der Metall- und Elektro-Industrie e.V.",Germany,"100000 - 150000",0,,4,2011-11-03
"Lega Nazionale delle Cooperative e Mutue",Italy,"100000 - 150000",0,,0,2010-01-15
"ORGANIZACION DE PRODUCTORES PESQUEROS DE LUGO",Spain,"100000 - 150000",0,,0,2011-09-28
"Verband der Elektrotechnik Elektronik Informationstechnik",Germany,"100000 - 150000",0,,1,2008-10-29
"AEQUITAS ADR",Italy,"50000 - 100000",0,,0,2011-02-07
"ASSURE: The European Association for the Responsible Use of HFCs in Fire Protection","United Kingdom","50000 - 100000",0,,0,2011-10-03
"Association for European Surface Treatment on Aluminium",Switzerland,"50000 - 100000",0,,0,2011-02-17
