"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Groupe IRCEM",France,54700000,0,,0,2012-07-11
"ECOBOARD EUROPE",Netherlands,40000000,0,,0,2012-12-10
"Tuncluer Textile Industry Inc.Co.",Turkey,20000000,0,,0,2012-11-05
"Enel Ingegneria e Ricerca S.p.A.",Italy,"> 10,000,000",0,,0,2012-10-08
Ericsson,Sweden,"8750000 - 9000000",0,,54,2010-01-22
"Accenture International SARL",Luxembourg,"8250000 - 8500000",0,,15,2009-03-09
Multiponto,Portugal,5500000,0,,0,2012-10-11
"ExxonMobil Petroleum & Chemical",Belgium,"4750000 - 5000000",2,,31,2009-01-06
"Microsoft Corporation","United States","4500000 - 4750000",2,,156,2009-01-13
"Siemens AG",Germany,4729533,4,,52,2008-12-12
"European Aeronautic Defence and Space Company",Netherlands,"4250000 - 4500000",8,,202,2008-11-26
"CEMAFROID SNC",France,"4000000 - 4250000",0,,0,2011-12-14
"GDF SUEZ",France,"3750000 - 4000000",4,,71,2011-12-13
"Shell Companies",Netherlands,"3750000 - 4000000",5,,80,2012-04-18
"General Electric Company","United States","3000000 - 3250000",9,,88,2008-12-24
AENEAS,France,"2750000 - 3000000",0,,0,2012-02-24
"Daimler Aktiengesellschaft",Germany,2834700,5,,41,2008-12-18
"Bayer AG",Germany,2794000,7,,38,2008-12-17
"Telekom Austria Group",Austria,2750000,1,,22,2012-09-03
Infrabel,Belgium,"2500000 - 2750000",0,,2,2012-03-15
"TOTAL S.A.",France,"2250000 - 2500000",4,,28,2008-12-16
"BASF SE",Germany,2300000,6,,35,2008-12-16
"Vitrociset SpA",Italy,"2000000 - 2250000",0,,0,2012-10-04
"E.ON SE",Germany,2032000,7,,44,2011-12-06
CATRENE,France,"1750000 - 2000000",0,,0,2012-02-24
"EVONIK INDUSTRIES AG",Germany,"1750000 - 2000000",2,,6,2008-12-23
"Intel Corporation","United States","1750000 - 2000000",2,,22,2008-12-31
"Telefonica, S.A.",Spain,1920000,4,,89,2008-06-23
"RWE AG",Germany,1915000,4,,25,2010-04-15
"Deutsche Post DHL",Germany,1750903,4,,20,2011-01-27
"British Airways","United Kingdom","1250000 - 1500000",1,,15,2010-08-25
"Deutsche Telekom",Germany,1350000,4,,114,2009-11-06
"ASTRIUM Space Transportation","French Guiana","1000000 - 1250000",1,,0,2012-05-15
Alcatel-Lucent,France,"1000000 - 1250000",0,,10,2012-03-26
"BNP Paribas Securities Services",France,"1000000 - 1250000",0,,0,2012-03-19
"EnBW Energie Baden-Württemberg AG",Germany,"1000000 - 1250000",3,,13,2009-06-23
"Gas Infrastructure Europe",Belgium,"1000000 - 1250000",2,,10,2009-07-28
"IBM Corporation","United States","1000000 - 1250000",0,,115,2009-01-08
"Liberty Global, Inc.",Netherlands,"1000000 - 1250000",4,,32,2012-02-02
"Philip Morris International Inc.",Switzerland,"1000000 - 1250000",6,,5,2009-07-07
"Vodafone Belgium SA",Belgium,"1000000 - 1250000",2,,118,2010-04-20
"Moody's Shared Services UK Ltd.","United Kingdom","900000 - 1000000",0,,12,2012-05-10
"Adam Opel",Germany,"800000 - 900000",0,,4,2008-12-17
"Dow Europe",Switzerland,"800000 - 900000",4,,51,2009-02-05
"Experian plc",Ireland,"800000 - 900000",3,,0,2012-02-13
GlaxoSmithKline,"United Kingdom","800000 - 900000",1,,11,2009-01-06
"Groupement Européen des Sociétés d'Auteurs et Compositeurs",Belgium,"800000 - 900000",4,,46,2010-11-05
"MSD - Merck Sharp & Dohme","United States","800000 - 900000",1,,12,2010-05-14
"BT Group plc","United Kingdom",850000,2,,49,2010-08-30
"Bayerische Motoren Werke Aktiengesellschaft",Germany,"700000 - 800000",3,,52,2008-12-17
"Statoil ASA",Norway,"700000 - 800000",1,,51,2009-01-19
"Syngenta International AG",Switzerland,"700000 - 800000",1,,18,2009-09-25
"Veolia Environnement Europe Services",France,"700000 - 800000",2,,6,2009-02-25
"Volkswagen Aktiengesellschaft",Germany,"700000 - 800000",3,,77,2009-01-15
"France Telecom SA",France,750000,4,,76,2009-12-07
"BP p.l.c.","United Kingdom","600000 - 700000",6,,43,2008-11-14
Google,"United States","600000 - 700000",9,,264,2011-03-29
IBERDROLA,Spain,"600000 - 700000",2,,58,2012-02-17
"Nokia Siemens Networks",Belgium,"600000 - 700000",1,,0,2012-01-24
"Novartis International AG",Switzerland,"600000 - 700000",1,,23,2009-04-27
SAP,Germany,"600000 - 700000",0,,0,2009-12-30
"Aviva Plc","United Kingdom",655787,0,,26,2009-04-08
"Deutsche Bahn AG",Germany,630000,2,,31,2008-10-08
"BNP PARIBAS",France,"500000 - 600000",3,,42,2009-02-10
"BOUYGUES EUROPE",Belgium,"500000 - 600000",4,,18,2009-12-08
"Ballard Power Systems",Canada,"500000 - 600000",0,,0,2012-09-13
Cargill,"United States","500000 - 600000",0,,6,2009-06-12
"DEKRA e.V.",Germany,"500000 - 600000",3,,9,2011-03-21
"Ford Motor Company",Germany,"500000 - 600000",2,,19,2011-01-28
