"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Montanino & Partners",Italy,"1250000 - 1500000",0,,0,2014-04-28
"Edward Someus",Hungary,"1000000 - 1250000",0,,0,2013-07-11
"Formación Comercialización Asesoramiento Camarinal SL",Spain,700000,0,,0,2012-12-02
"EUROPE FOR BUSINESS LTD","United Kingdom","600000 - 700000",0,,0,2011-12-16
TELAGE,Belgium,"500000 - 600000",0,,1,2014-12-19
"James Ramsay",Belgium,"450000 - 500000",1,,0,2012-07-01
"Marko Chalupa - Agency for Marketing, Webdesign and Web-development",Germany,"450000 - 500000",0,,0,2013-11-02
"Victor Di Maria",Italy,"450000 - 500000",0,,0,2014-06-02
FundedByMe,Sweden,"400000 - 450000",0,,0,2013-12-20
"The Driver CPC Consortium","United Kingdom","400000 - 450000",0,,0,2013-07-24
"studio AF & Partners",Italy,"300000 - 350000",0,,0,2014-03-04
AliénorEU,Belgium,"200000 - 250000",4,,9,2013-01-10
"Aviation Strategy & Concepts",Belgium,"200000 - 250000",1,,3,2012-08-23
"Bureau Bungenberg",Germany,"200000 - 250000",0,,0,2014-06-10
"Evelyne PIERRON Consultants",France,"200000 - 250000",0,,0,2011-11-04
"Schellter Strategy Consulting bvba",Belgium,"200000 - 250000",0,,0,2011-07-22
"Vlassembrouck Consult",Belgium,"200000 - 250000",1,,0,2012-01-10
verburgconsultants,Netherlands,"200000 - 250000",0,,0,2009-05-26
"EVOLO IDI S.L",Spain,200000,0,,0,2013-01-23
"Commentum political communication",Germany,"150000 - 200000",0,,0,2013-01-31
"De Vier Essen BV",Netherlands,"150000 - 200000",0,,0,2012-03-20
"Joulia-Paris Tamar",Belgium,"150000 - 200000",0,,0,2012-06-24
Lumina,Belgium,"150000 - 200000",3,,0,2011-05-23
"Petr Kolar","Czech Republic","150000 - 200000",0,,1,2014-12-08
"Studio Dott. Stefano Santarelli",Italy,"150000 - 200000",0,,0,2012-02-13
"The Skill Set",Ireland,"150000 - 200000",0,,0,2012-04-22
"Cabinet de Conseil Fiscal Dahir",France,157000,0,,0,2014-12-22
"Bartholomew  Advisors",Belgium,"100000 - 150000",1,,5,2013-08-21
"Cabinet Bob Schmitz",Belgium,"100000 - 150000",1,,1,2012-11-18
"Carmelo Andrea Giurdanella Annina",Italy,"100000 - 150000",0,,0,2014-05-14
"Elizabeth Drury","United Kingdom","100000 - 150000",1,,0,2013-09-04
"Fastlane Consulting",Belgium,"100000 - 150000",0,,0,2013-06-27
INNOVIMAX,France,"100000 - 150000",0,,0,2010-04-19
"Kevin Bradley Consulting Ltd",Ireland,"100000 - 150000",0,,0,2013-11-07
"Métrologie et Gestion d'Environnement",Belgium,"100000 - 150000",0,,0,2013-04-09
"PT-Management Consultants",Belgium,"100000 - 150000",1,,0,2011-09-08
"Smart Business Diplomacy",Belgium,"100000 - 150000",0,,0,2011-05-07
