"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
Google,"United States","8000000 - 8249999",7,8.5,264,2011-03-29
"Microsoft Corporation","United States","5000000 - 5249999",6,10,156,2009-01-13
"Shell Companies",Netherlands,"4500000 - 4749000",9,11.25,80,2012-04-18
"Bayer AG",Germany,3925000,6,15,38,2008-12-17
"Facebook Ireland Limited",Ireland,"3500000 - 3749000",6,10,164,2012-01-25
"HaCon Ingenieurgesellschaft mbH",Germany,"3500000 - 3749000",0,7,0,2016-11-08
"Siemens AG",Germany,3522448,9,12.5,52,2008-12-12
"ExxonMobil Petroleum & Chemical",Belgium,"3250000 - 3499999",8,5.25,31,2009-01-06
"BASF SE",Germany,3300000,12,11.75,35,2008-12-16
"Deutsche Bank AG",Germany,3287000,4,4.5,75,2013-05-30
"DAB Italia s.c.p.a.",Italy,"3000000 - 3249999",0,0.25,0,2015-12-05
"SESAR Deployment Alliance",Belgium,"3000000 - 3249999",0,45,0,2017-05-22
"Dow Europe GmbH",Switzerland,"2750000 - 2999999",1,5.5,51,2009-02-05
"Volkswagen Aktiengesellschaft",Germany,"2750000 - 2999999",5,17,77,2009-01-15
"Huawei Technologies",China,2835000,14,16,64,2013-06-25
"BP p.l.c.","United Kingdom","2500000 - 2749000",3,6,43,2008-11-14
"Equinor ASA",Norway,"2500000 - 2749000",4,7.5,51,2009-01-19
"British American Tobacco","United Kingdom","2250000 - 2499999",6,2.75,2,2009-01-21
"Daimler Aktiengesellschaft",Germany,"2250000 - 2499999",5,8.25,41,2008-12-18
"Novartis International AG",Switzerland,"2250000 - 2499999",7,5.75,23,2009-04-27
"Apple Inc.","United States","2000000 - 2249999",5,3.75,60,2013-06-20
"ELECTRICITE DE FRANCE",France,"2000000 - 2249999",11,10,49,2009-06-12
"ENEL SpA",Italy,"2000000 - 2249999",8,6.25,75,2008-07-17
ENGIE,France,"2000000 - 2249999",6,11,71,2011-12-13
"Deutsche Post DHL Group",Germany,2032036,10,6,20,2011-01-27
Airbus,Netherlands,"1750000 - 1999999",6,4.75,202,2008-11-26
"Amazon Europe Core SARL",Luxembourg,"1750000 - 1999999",6,4.25,86,2014-09-15
"GEIE des Utilisateurs d'ERTMS",Belgium,"1750000 - 1999999",0,8.5,0,2013-09-03
"General Electric Company","United States","1750000 - 1999999",4,3.5,88,2008-12-24
"IBM Corporation","United States","1750000 - 1999999",4,5.75,115,2009-01-08
"TOTAL S.A.",France,"1750000 - 1999999",7,3.5,28,2008-12-16
"Vodafone Belgium SA",Belgium,"1750000 - 1999999",6,5.5,118,2010-04-20
"Telefonica, S.A.",Spain,1800000,6,6,89,2008-06-23
ArcelorMittal,Luxembourg,"1500000 - 1749000",4,5.5,84,2009-06-10
GlaxoSmithKline,"United Kingdom","1500000 - 1749000",6,5.25,11,2009-01-06
"Intel Corporation","United States","1500000 - 1749000",7,7,22,2008-12-31
"Rolls-Royce plc","United Kingdom","1500000 - 1749000",2,2.5,21,2010-01-26
"Syngenta Crop Protection AG",Switzerland,"1500000 - 1749000",4,2.5,18,2009-09-25
"Deutsche Telekom",Germany,1690000,5,8,114,2009-11-06
"Amgen Inc","United States","1250000 - 1499999",2,2.75,1,2011-02-07
"Bank of America Merrill Lynch",Ireland,"1250000 - 1499999",2,2.75,33,2011-01-19
