"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
Google,"United States","5750000 - 5999999",2,5.5,264,2011-03-29
"Microsoft Corporation","United States","5250000 - 5499999",3,7.5,156,2009-01-13
"Shell Companies",Netherlands,"4500000 - 4749000",3,10.5,80,2012-04-18
"Facebook Ireland Limited",Ireland,"4250000 - 4499999",4,13.75,164,2012-01-25
"Bayer AG",Germany,4295000,7,13.25,38,2008-12-17
"ExxonMobil Petroleum & Chemical",Belgium,"3250000 - 3499999",6,5,31,2009-01-06
"DAB Italia s.c.p.a.",Italy,"3000000 - 3249999",0,0.25,0,2015-12-05
"Huawei Technologies",China,"3000000 - 3249999",2,19,64,2013-06-25
"SESAR Deployment Alliance",Belgium,"3000000 - 3249999",0,52,0,2017-05-22
"Siemens AG",Germany,"3000000 - 3249999",3,11.25,52,2008-12-12
"Volkswagen Aktiengesellschaft",Germany,"3000000 - 3249999",2,19.25,77,2009-01-15
"BASF SE",Germany,3100000,9,10.75,35,2008-12-16
"BP p.l.c.","United Kingdom","2500000 - 2749000",3,6,43,2008-11-14
"Dow Europe GmbH",Switzerland,"2500000 - 2749000",2,4.5,51,2009-02-05
"Equinor ASA",Norway,"2500000 - 2749000",2,7.5,51,2009-01-19
"British American Tobacco","United Kingdom","2250000 - 2499999",1,2.75,2,2009-01-21
"Novartis International AG",Switzerland,"2250000 - 2499999",5,3.5,23,2009-04-27
"Apple Inc.","United States","2000000 - 2249999",6,4,60,2013-06-20
"Daimler Aktiengesellschaft",Germany,"2000000 - 2249999",5,8.5,41,2008-12-18
"ELECTRICITE DE FRANCE",France,"2000000 - 2249999",6,9,49,2009-06-12
"ENEL SpA",Italy,"2000000 - 2249999",1,6.25,75,2008-07-17
ENGIE,France,"2000000 - 2249999",5,11,71,2011-12-13
"General Electric Company","United States","2000000 - 2249999",4,3.5,88,2008-12-24
"TOTAL S.E.",France,"2000000 - 2249999",5,3.5,28,2008-12-16
Airbus,Netherlands,"1750000 - 1999999",1,4.75,202,2008-11-26
"Amazon Europe Core SARL",Luxembourg,"1750000 - 1999999",0,4.25,86,2014-09-15
"Deutsche Bank AG",Germany,"1750000 - 1999999",4,3.75,75,2013-05-30
GlaxoSmithKline,"United Kingdom","1750000 - 1999999",6,5.75,11,2009-01-06
"IBM Corporation","United States","1750000 - 1999999",3,6.75,115,2009-01-08
"Intel Corporation","United States","1750000 - 1999999",2,8.25,22,2008-12-31
"QUALCOMM Incorporated","United States","1750000 - 1999999",3,9,49,2009-12-21
"Vodafone Belgium SA",Belgium,"1750000 - 1999999",2,5.5,118,2010-04-20
"Deutsche Post DHL Group",Germany,1948147,8,9.5,20,2011-01-27
"Telefonica, S.A.",Spain,1800000,4,6,89,2008-06-23
"Syngenta Crop Protection AG",Switzerland,"1500000 - 1749999",1,2.5,18,2009-09-25
"Deutsche Telekom",Germany,"1500000 - 1749000",2,8,114,2009-11-06
"Rolls-Royce plc","United Kingdom","1500000 - 1749000",0,2.5,21,2010-01-26
ArcelorMittal,Luxembourg,"1250000 - 1499999",0,4.5,84,2009-06-10
"BNP PARIBAS",France,"1250000 - 1499999",2,8,42,2009-02-10
"Bank of America",Ireland,"1250000 - 1499999",0,2,33,2011-01-19
"Bayerische Motoren Werke Aktiengesellschaft",Germany,"1250000 - 1499999",1,4.5,52,2008-12-17
BlackRock,"United States","1250000 - 1499999",0,2.75,35,2010-11-09
"Chevron Belgium BVBA","United States","1250000 - 1499999",3,3.5,4,2012-05-22
"Credit Suisse Group AG",Switzerland,"1250000 - 1499999",0,1.75,8,2015-04-28
"Eni S.p.A.",Italy,"1250000 - 1499999",7,4.5,50,2011-11-29
"F. Hoffmann-La Roche Ltd",Switzerland,"1250000 - 1499999",0,3.75,1,2009-05-20
"HSBC Holdings PLC","United Kingdom","1250000 - 1499999",0,3,47,2014-11-27
Orange,France,"1250000 - 1499999",3,6,76,2009-12-07
"Philip Morris International Inc.",Switzerland,"1250000 - 1499999",2,2,5,2009-07-07
"Samsung Electronics Europe","United Kingdom","1250000 - 1499999",2,4.5,24,2011-11-30
"Standard Chartered Bank","United Kingdom","1250000 - 1499999",0,4.75,11,2009-06-04
"UBS Group AG",Switzerland,"1250000 - 1499999",0,1.5,16,2014-12-12
AERNNOVA,Spain,"1000000 - 1249999",0,4.5,0,2012-07-30
"AT&T, Inc.","United States","1000000 - 1249999",6,3.5,52,2012-03-29
"Allianz SE",Germany,"1000000 - 1249999",3,3.75,19,2009-07-03
"Amgen Inc","United States","1000000 - 1249999",0,2.5,1,2011-02-07
"Bankia S.A.",Spain,"1000000 - 1249999",0,1.75,0,2017-06-08
"Cisco Systems Inc.","United States","1000000 - 1249999",0,3.75,59,2014-12-08
ClearVAT,Germany,"1000000 - 1249999",0,21.25,1,2018-06-12
"Commerzbank AG",Germany,"1000000 - 1249999",0,5.5,31,2010-01-18
"Dods Group PLC","United Kingdom","1000000 - 1249999",5,15.75,0,2011-08-09
"EVONIK INDUSTRIES AG",Germany,"1000000 - 1249999",8,4.25,6,2008-12-23
"FERROVIAL CONSTRUCCION S.A.",Spain,"1000000 - 1249999",0,11,0,2014-01-31
"Frequentis AG",Austria,"1000000 - 1249999",0,1.25,0,2014-02-12
"Granta Design Ltd","United Kingdom","1000000 - 1249999",0,10,0,2016-09-19
"Hitachi Corporate Office, Europe",Japan,"1000000 - 1249999",1,5,11,2009-04-24
"INOVYN ChlorVinyls","United Kingdom","1000000 - 1249999",0,4,0,2015-07-03
"ITTI Sp. z o.o.",Poland,"1000000 - 1249999",0,23,0,2015-12-03
"Inserm Transfert",France,"1000000 - 1249999",0,17.25,0,2017-03-22
"Johnson & Johnson","United States","1000000 - 1249999",7,5,10,2009-03-06
"LVMH Publica",Belgium,"1000000 - 1249999",2,2.75,33,2009-09-22
"Liberty Global BV",Netherlands,"1000000 - 1249999",3,2.5,32,2012-02-02
NATIXIS,France,"1000000 - 1249999",0,2.5,4,2017-12-22
"Qualcomm Communications SARL",France,"1000000 - 1249999",0,2,1,2019-07-26
RESCOLL,France,"1000000 - 1249999",0,0.5,0,2016-03-09
"RWE AG",Germany,"1000000 - 1249999",1,6,25,2010-04-15
"Robert Bosch GmbH",Germany,"1000000 - 1249999",1,8.5,42,2008-10-24
SANOFI,France,"1000000 - 1249999",0,2.75,17,2009-12-11
SAP,Germany,"1000000 - 1249999",0,3.75,29,2013-07-22
"TOPTICA Photonics AG",Germany,"1000000 - 1249999",0,14,0,2016-09-01
"TYVAK INTERNATIONAL SRL",Italy,"1000000 - 1249999",0,21,0,2017-03-29
"Takeda Pharmaceuticals International GmbH",Switzerland,"1000000 - 1249999",0,1.75,1,2015-09-17
"The Coca-Cola Company","United States","1000000 - 1249999",0,2.5,12,2009-04-23
"The R&A","United Kingdom","1000000 - 1249999",0,0.75,0,2017-01-09
"Barclays PLC","United Kingdom",1194441,0,2,17,2011-08-03
"BT Group plc","United Kingdom",1000000,1,3,49,2010-08-30
"innogy SE",Germany,1000000,0,2.25,5,2018-05-17
"Atos SE (France)",France,"900000 - 999999",0,2.25,27,2015-05-06
BPCE,France,"900000 - 999999",1,4,5,2014-03-27
"Corteva Agriscience/DuPont International Operations SARL",Switzerland,"900000 - 999999",0,1.5,1,2019-06-02
"Covestro AG",Germany,"900000 - 999999",1,3,5,2015-09-02
"E.ON SE",Germany,"900000 - 999999",0,4.75,44,2011-12-06
EUROSENSE,Belgium,"900000 - 999999",0,3,0,2019-02-04
Euronext,France,"900000 - 999999",0,5,14,2010-12-16
"Fraport AG - Frankfurt Airport Services Worldwide",Germany,"900000 - 999999",0,0.5,9,2014-09-03
Gazprom,Russia,"900000 - 999999",3,4,10,2014-03-13
GoodFuels,Netherlands,"900000 - 999999",0,1.5,0,2017-01-20
"Heliox Films",France,"900000 - 999999",0,2,0,2018-02-02
Indra,Spain,"900000 - 999999",2,5,14,2013-04-04
"Infraestruturas de Portugal S.A.",Portugal,"900000 - 999999",0,3,0,2016-09-09
"Linde Public Limited Company","United Kingdom","900000 - 999999",1,5.5,3,2016-03-25
"MHP SE (LSE:MHPC)",Cyprus,"900000 - 999999",0,0.25,0,2016-04-22
Mastercard,Belgium,"900000 - 999999",0,4.25,33,2012-04-27
"Netflix International B.V.",Netherlands,"900000 - 999999",2,2.75,23,2015-02-09
"Nike, Inc.","United States","900000 - 999999",3,4,5,2016-04-22
Oracle,"United States","900000 - 999999",0,1.5,17,2009-03-31
"Sdu uitgevers BV",Netherlands,"900000 - 999999",0,28.25,0,2019-03-01
"Sidenor Investigación y Desarrollo S.A.",Spain,"900000 - 999999",0,0.75,0,2016-12-05
"Société Générale",France,"900000 - 999999",0,3,29,2009-04-30
"Solvay SA",Belgium,"900000 - 999999",0,1,9,2009-02-19
"Suade Labs Limited","United Kingdom","900000 - 999999",0,0.25,1,2016-02-11
"Suzuki Motor Co Ltd, European Liaison office",Japan,"900000 - 999999",0,2.75,0,2016-03-08
"UPS Europe SRL/BV",Belgium,"900000 - 999999",6,5,19,2011-09-01
"Universal Music Group International","United Kingdom","900000 - 999999",2,1.5,33,2015-01-14
Vattenfall,Sweden,"900000 - 999999",2,3.5,23,2010-09-03
"Visa Europe","United Kingdom","900000 - 999999",1,6,14,2009-09-01
"VisionWare, Sistemas de Informação, S. A.",Portugal,"900000 - 999999",0,3.25,0,2016-03-09
Worldline,France,"900000 - 999999",0,2.5,0,2020-07-15
"AIR LIQUIDE",France,"800000 - 899999",0,3.25,10,2011-05-02
"DVKG Deutsche Visa uns Konsular Gesellschaft mbH",Germany,"800000 - 899999",0,1,0,2017-12-27
"Deutsche Börse AG",Germany,"800000 - 899999",0,2,32,2009-03-11
"Elaphe Propulsion Technologies",Slovenia,"800000 - 899999",0,26.25,1,2016-07-12
"EnBW Energie Baden-Württemberg AG",Germany,"800000 - 899999",3,3,13,2009-06-23
"FedEx Express Belgium International BVBA","United States","800000 - 899999",0,5.25,3,2019-07-23
"INFOnline GmbH",Germany,"800000 - 899999",0,5.5,0,2016-07-04
"JPMorgan Chase & Co.","United States","800000 - 899999",5,1.75,37,2009-01-12
"JT International",Switzerland,"800000 - 899999",0,3,1,2011-06-14
"PERNOD RICARD",France,"800000 - 899999",4,3.25,26,2008-06-23
"Pfizer Inc.","United States","800000 - 899999",5,2,8,2008-12-18
PwCIL,"United Kingdom","800000 - 899999",9,2.25,30,2010-11-12
"SUEZ Group",France,"800000 - 899999",0,5.75,30,2009-10-12
"Siemens Healthineers AG",Germany,"800000 - 899999",4,4.5,8,2018-12-19
"Society for Worldwide Interbank Financial Telecommunication",Belgium,"800000 - 899999",1,2.25,12,2013-08-20
"The Goldman Sachs Group, Inc.","United States","800000 - 899999",0,1.75,57,2014-11-24
Uber,Netherlands,"800000 - 899999",0,1,71,2014-04-24
"Veolia Environnement",France,"800000 - 899999",2,5.75,6,2009-02-25
"Zabala Innovation Consulting, S.A.",Spain,"800000 - 899999",0,5,1,2013-11-19
"Ecolab, Inc.","United States",806590,0,1,11,2016-02-14
AXA,France,"700000 - 799999",0,2.75,11,2009-02-09
"Airbnb Ireland UC",Ireland,"700000 - 799999",0,2.75,24,2015-04-24
"BSH Hausgeräte GmbH",Germany,"700000 - 799999",2,2.25,0,2015-12-30
"CAISSE DES DEPOTS",France,"700000 - 799999",1,3.5,16,2011-12-13
"Chanel Limited","United Kingdom","700000 - 799999",0,1,0,2018-08-27
"Citigroup Inc.","United States","700000 - 799999",5,2.25,36,2012-01-02
"DEKRA e.V.",Germany,"700000 - 799999",4,10,9,2011-03-21
Diageo,"United Kingdom","700000 - 799999",0,2.5,18,2011-04-19
"ECOLOGY SYSTEM SRL",Italy,"700000 - 799999",0,0.75,0,2020-06-05
"Eli Lilly and Company","United States","700000 - 799999",2,1.75,14,2010-04-02
Ericsson,Sweden,"700000 - 799999",1,5.25,54,2010-01-22
"Gilead Sciences","United States","700000 - 799999",0,1.75,9,2016-02-23
"Henkel AG & Co. KGaA",Germany,"700000 - 799999",2,1.75,8,2009-12-22
"Koninklijke Philips",Netherlands,"700000 - 799999",3,2.5,27,2014-06-18
"METRO AG",Germany,"700000 - 799999",0,2.75,5,2013-01-29
"MSD (Europe), Inc. (Merck Sharp & Dohme)","United States","700000 - 799999",3,3,12,2010-05-14
"Morgan Stanley","United Kingdom","700000 - 799999",0,0.5,13,2009-07-23
Nokia,Finland,"700000 - 799999",0,4.25,59,2011-02-21
"Procter & Gamble","United States","700000 - 799999",7,2.25,5,2008-12-11
"Public Power Corporation S.A.",Greece,"700000 - 799999",0,6.75,1,2016-06-21
"Repsol, S.A.",Spain,"700000 - 799999",0,2.75,27,2011-02-01
"SHV Energy NV",Netherlands,"700000 - 799999",0,3.25,2,2015-01-15
Salesforce,"United States","700000 - 799999",0,3,25,2015-05-08
"Sennheiser electronic",Germany,"700000 - 799999",0,8.75,2,2015-06-24
"Tetra Pak Group",Switzerland,"700000 - 799999",3,1.75,22,2008-12-11
