"organisation name","country head office","lobbying costs","EP passes","lobbyists (FTE)","# of meetings","registered date"
"Câmara Municipal de Ponta Delgada",Portugal,"6250000 - 6499999",0,2.5,0,2015-03-12
"Dipartimento di Epidemiologia",Italy,2800000,0,75.75,0,2015-12-28
ACTIRIS,Belgium,2580408,0,3,0,2016-01-26
"Central Denmark EU Office",Belgium,"700000 - 799999",0,8,3,2011-12-15
"Ile-de-France Europe",France,"700000 - 799999",7,8,4,2011-07-27
"North Denmark EU Office",Belgium,"700000 - 799999",1,7,0,2015-02-17
"Union of Greek Regions",Greece,600000,0,53.25,1,2015-09-18
"Skane European Office",Belgium,"500000 - 599999",0,4.5,4,2013-03-05
"Regione Toscana - Ufficio di collegamento con le Istituzioni Comunitarie a Bruxelles",Italy,"400000 - 499999",0,4,1,2016-07-26
"BUSINESSMED (Union of Mediterranean Confederations of Enterprises)",Tunisia,400000,0,100,0,2015-04-20
MEDAC,Italy,386000,0,2,2,2015-11-11
"Cellule d’Animation du Réseau wallon de Développement rural",Belgium,316035,0,3.5,0,2016-11-22
"Openbare Vlaamse Afvalstoffenmaatschappij",Belgium,300000,0,9.75,0,2015-09-09
"Delegación de la Junta de Andalucía en Bruselas",Spain,294333,0,6,0,2015-02-16
"Conseil Départemental des Yvelines",France,290000,0,5,0,2015-12-07
"Baltic Sea Advisory Council",Denmark,225500,0,1.25,2,2016-11-28
"Amsterdam Economic Board",Netherlands,"100000 - 199999",0,1,1,2016-09-29
"Handwerkskammer Frankfurt-Rhein-Main",Germany,"100000 - 199999",1,1.75,1,2010-11-30
"RESEAU DES PLATES FORMES NATIONALES D'ONG D'AFRIQUE CENTRALE","Congo (Kinshasa)",175000,0,12.5,0,2016-10-31
"Pilsen Region EU Office","Czech Republic",160000,0,1,0,2016-11-01
"Asia Pacific Forum on Women, Law and Development",Thailand,"50000 - 99999",0,1,0,2016-11-04
"Bureau Brussel Vewin - Unie van Waterschappen",Netherlands,"50000 - 99999",2,2,2,2012-01-13
"CONFIMPRENDITORI DI AVELLINO",Italy,"50000 - 99999",0,1.5,0,2012-06-11
"Confederação de Municípios Ultraperiféricos",Spain,"50000 - 99999",0,2.25,0,2015-02-18
"Region Västra Götaland",Sweden,"50000 - 99999",0,3,0,2010-04-21
"Association Vigilance Environnement de la Vallée de l'Yerres",France,"25000 - 49999",0,0.25,0,2013-02-27
"Eastern Norway County Network",Norway,"25000 - 49999",0,1.25,0,2009-02-20
"WEST YORKSHIRE COMBINED AUTHORITY","United Kingdom","25000 - 49999",0,5.25,0,2015-09-14
"West Finland European Office, Länsi-Suomen Eurooppa-toimisto",Belgium,"25000 - 49999",0,0.5,2,2015-01-20
"International Student Travel Confederation",Denmark,36214,0,1.75,0,2015-10-22
"Agència Catalana de l'Aigua",Spain,"10000 - 24999",0,0.75,0,2016-12-21
"Bratislava Region Brussels Office",Belgium,"10000 - 24999",0,3.5,1,2014-09-02
"Consejería de Salud, Junta de Andalucía",Spain,"10000 - 24999",0,0.5,0,2016-03-16
"NORTH SWEDEN EUROPEAN OFFICE",Belgium,"10000 - 24999",0,4,2,2012-02-29
"Samarbeidande Kraftfylke",Norway,"10000 - 24999",0,0.25,0,2015-12-01
"Fisheries Regions Network Netherlands",Netherlands,20000,0,0.25,0,2015-09-22
"AP FotoMuseum Provincie Antwerpen",Belgium,"< 9,999",0,22.5,0,2014-02-28
"Angus Council","United Kingdom","< 9,999",0,2,0,2014-01-28
"Association Bourgogne Franche-Comté Europe",France,"< 9,999",0,3,1,2010-01-18
"Association Midi-Pyrénées Europe",France,"< 9,999",0,4,3,2009-08-31
"Association de Défense Contre les Nuisances Aériennes",France,"< 9,999",0,0.75,0,2016-03-07
"Association of Social Democratic Municipalities",Turkey,"< 9,999",2,2.5,6,2015-01-12
"Baltic Sea States Subregional Co-operation",Finland,"< 9,999",0,0.5,0,2008-12-19
BrabantStad,Belgium,"< 9,999",0,1.75,0,2011-11-08
"CIM Ave - Comunidade Intermunicipal do Ave",Portugal,"< 9,999",0,1.5,0,2014-08-05
"Capital Region Denmark EU Office",Denmark,"< 9,999",0,5,4,2009-08-04
"Catalan Audiovisual Council (Consell de l'Audiovisual de Catalunya)",Spain,"< 9,999",0,2.5,1,2015-04-13
"Catalan Institute for Cultural Companies",Spain,"< 9,999",1,8.75,0,2013-09-19
"Central Sweden European Office",Belgium,"< 9,999",0,3,1,2012-02-21
"Channel Islands Brussels Office",Belgium,"< 9,999",0,2.75,2,2011-10-04
"Comunidade Intermunicipal do Baixo Alentejo",Portugal,"< 9,999",0,1.5,0,2014-08-05
"Conseil des Communes et Régions d'Europe",Belgium,"< 9,999",0,8,10,2009-05-15
"Consejería de Agricultura, Pesca y Desarrollo Rural. Junta de Andalucía",Spain,"< 9,999",0,0.25,0,2011-01-25
"Demographic Change Regions Network",Belgium,"< 9,999",0,0.25,0,2012-04-13
"Deutscher Bund der verbandlichen Wasserwirtschaft e.V.",Germany,"< 9,999",0,5,0,2014-04-09
"Direccion de Formacion y Aprendizaje. Departamento de Educación Politica Linguistica y Cultura. Gobierno Vasco",Spain,"< 9,999",0,10,0,2014-04-13
"East and North Finland EU Office",Finland,"< 9,999",0,5,8,2015-01-12
"East of England European Partnership",Belgium,"< 9,999",0,3.5,0,2015-02-24
"East of Scotland European Consortium","United Kingdom","< 9,999",0,1.25,0,2015-04-22
"Europaforum Norra Sverige",Sweden,"< 9,999",0,10,0,2014-10-22
"European Grouping of Territorial Cooperation ""AMPHICTYONY""",Greece,"< 9,999",0,1,0,2014-07-21
FEDERITALIA,Italy,"< 9,999",0,3,0,2012-02-17
"Federación Latinoamericana de Ciudades, Municipios y Asociaciones de Gobiernos Locales",Brazil,"< 9,999",0,0.25,0,2016-11-17
"HANDELS-, INDUSTRIE-, HANDWERKS- UND LANDWIRTSCHAFTSKAMMER BOZEN",Italy,"< 9,999",0,0.75,0,2014-10-28
"Harghita County Council",Romania,"< 9,999",0,217,0,2014-11-21
"House of the Dutch Provinces",Belgium,"< 9,999",0,19,3,2010-11-05
"INTERDEPARTEMENTALE CHASSE DRÔME-ARDECHE",France,"< 9,999",0,1.25,0,2015-05-26
"Interprovinciaal Overleg",Netherlands,"< 9,999",0,0.5,0,2011-11-11
"Istarska županija/ Region of Istria",Croatia,"< 9,999",0,18.25,0,2011-12-13
"Junta de Comunidades de Castilla-La Mancha",Spain,"< 9,999",0,14,0,2012-09-26
"KIMO International","United Kingdom","< 9,999",0,2,0,2013-11-22
"Luchtverkeersleiding Nederland",Netherlands,"< 9,999",0,2,0,2014-02-14
"Malopolska Region Brussels Office",Poland,"< 9,999",0,1,0,2012-11-01
"Mid Sweden European Office",Sweden,"< 9,999",0,2,1,2012-01-30
"Městská knihovna v Praze","Czech Republic","< 9,999",0,0.25,0,2014-02-27
"National Union of County Councils of Romania",Romania,"< 9,999",0,0.5,0,2011-08-10
"North Norway European Office",Norway,"< 9,999",0,4,0,2011-09-06
"North Sea Advisory Council","United Kingdom","< 9,999",0,3,2,2010-08-17
"OPĆINA VIŠKOVO",Croatia,"< 9,999",0,0.25,0,2014-08-08
"Oulun kaupunki/ City of Oulu",Finland,"< 9,999",0,2.5,0,2014-09-23
POLIS,Belgium,"< 9,999",2,0.75,10,2011-02-03
"Polo Interregionale Jean Monnet - Pavia",Italy,"< 9,999",0,0.5,0,2013-06-26
"Provincie Limburg",Netherlands,"< 9,999",0,2,2,2012-03-13
"Provincie Noord-Brabant",Netherlands,"< 9,999",0,3,1,2012-02-08
"Provincie Noord-Holland",Netherlands,"< 9,999",0,2,1,2012-01-27
"Provincie Utrecht",Netherlands,"< 9,999",0,1,1,2012-07-27
"REGIONE EMILIA-ROMAGNA - P.O. GESTIONE PESCA E ACQUACOLTURA",Italy,"< 9,999",0,8.5,3,2011-06-29
"Randersgades Skole",Denmark,"< 9,999",0,1,0,2014-03-25
"Region Östergötland",Belgium,"< 9,999",0,2.25,0,2012-05-22
"Saechsische Staatskanzlei",Germany,"< 9,999",0,9.5,0,2016-11-22
"Servei d'Ocupació de les Illes Balears",Spain,"< 9,999",0,0.25,0,2016-05-16
"Sinop University Fisheries Faculty",Turkey,"< 9,999",0,1.25,0,2009-05-21
"Småland Blekinge South Sweden",Belgium,"< 9,999",0,2,0,2012-10-22
"Stadsregio Amsterdam",Netherlands,"< 9,999",0,0.25,0,2014-02-13
"Stockholm Region Assocation for European Affairs (Stockholm Region EU Office)",Sweden,"< 9,999",3,4,0,2012-01-05
"TURISME DE BARCELONA",Spain,"< 9,999",0,2.5,0,2012-07-02
"Tampereen ja Pirkanmaan EU-toimisto/Tampere Region EU Office",Finland,"< 9,999",0,2,8,2015-01-30
"Turku-Southwest Finland European office",Finland,"< 9,999",0,0.25,5,2014-05-05
"Union of County Councils of the Republic of Moldova",Moldova,"< 9,999",1,4,0,2014-12-17
"Union of the Baltic Cities",Poland,"< 9,999",0,0.25,0,2008-12-18
"Varsinais-Suomen liitto",Finland,"< 9,999",0,4.5,0,2015-12-23
"Veneto Agricoltura",Italy,"< 9,999",1,1,1,2011-07-18
"Verband öffentlicher Wirtschaft",Austria,"< 9,999",0,0.25,0,2012-02-14
"Vereniging van Nederlandse Gemeenten",Netherlands,"< 9,999",0,7,3,2010-09-01
"Vigilis Politica",Belgium,"< 9,999",0,1,0,2014-12-04
"Vlaams - Europees verbindingsagentschap",Belgium,"< 9,999",2,8,2,2012-02-24
"ZealandDenmark EU Office",Belgium,"< 9,999",5,7,0,2012-07-19
"South Norway European Office",Belgium,5000,0,2.5,0,2012-09-11
"comité régional des pêches de haute-normandie",France,3000,0,7,0,2016-10-14
"Capital Cities and Regions Network",Belgium,0,0,0.25,0,2014-08-19
"Interreg Vlaanderen-Nederland",Belgium,0,0,2,0,2015-12-18
"Black Sea Advisory Council",Bulgaria,"no figure available",0,0.25,1,2016-11-30
"FRANCESCO D'ALESSANDRO",Italy,"no figure available",0,12,0,2016-10-16
"Island Panorama Centre",Iceland,"no figure available",0,1,0,2015-11-01
"Syndicat Intercommunal de Réidener Kanton - Groupe LEADER Atert-Wark",Luxembourg,"no figure available",0,2,0,2016-10-12
